Question,Answer
"Help with Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2014-3566 and CVE-2014-6457) I need to understand details regarding ""Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2014-3566 and CVE-2014-6457) ."" Where can I find this information? ","CVEID: CVE-2014-6457 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-6457]

DESCRIPTION: An unspecified vulnerability related to the JSSE component has partial confidentiality impact, partial integrity impact, and no availability impact.

CVSS Base Score: 4
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/97148 [https://exchange.xforce.ibmcloud.com/vulnerabilities/97148] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:H/Au:N/C:P/I:P/A:N) 

CVE-ID: CVE-2014-3566 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-3566]

DESCRIPTION: Product could allow a remote attacker to obtain sensitive information, caused by a design error when using the SSLv3 protocol. A remote user with the ability to conduct a man-in-the-middle attack could exploit this vulnerability via a POODLE (Padding Oracle On Downgraded Legacy Encryption) attack to decrypt SSL sessions and access the plaintext of encrypted connections. 

CVSS Base Score: 4.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/97013 [https://exchange.xforce.ibmcloud.com/vulnerabilities/97013] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:P/I:N/A:N)"
"DB2 Non Reclaimable Storage . We have tablespaces defined under DB2 9.5 that apparently are not able
to reclaim storage back to the OS. 
Is there a conversion available without reloading the tables?",Tablespaces migrated from DB2 V9.1/V9.5 to V9.7 won't get upgraded directly to use the reclaimable storage feature.
"SPSS free trial not working on MAC - gets stuck in when it should be launching and goes nowhere 

I downloaded the SPSS software on my mac running Yosemite 10.10.5. The trial was activated by IBM, they sent me several emails stating this.

So I tried to launch the app and get stuck here alt text There is no progress after an hour; and I tried to launch several times, it never gets out of this screen.
",If you like to use Statistics 22 on Yosemite you need to install Statistics 22 Fixpack 2 as well. Statistics 22 FixPack 2 and release Statistics 23 are fully tested on Yosemite OSX 10.10. So if you like to run Statistics 22 on Yosemite please install Statistics 22 FixPack 2 and also read the section below:
"Does DB2 DBMS implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures? Does DB2 DBMS implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures? If so, how can we utilize it?",No because DB2 does not use session ids for authentication and thus not vulnerable to the attack described above. DB2 uses encryption modules which are FIPS 140-2 certified.
"How do I resolve a performance issue with my applicaiton running on a DB2 client as a result of low level segement calls issued by DB2? Currently experiencing a performance issue with an application running on a DB2 client, the stack traces reveals that multiple segment() calls are being issued by DB2 and they are failing. What can be done to resolve this issue? ","The solution is to issue the following command at the DB2 client:

db2trc alloc

This will then create the necessary IPC resources, and prevent the semget() calls from failing (since the semget() call now has IPC resources that it can use). The potential performance problem will thus be avoided.

The failed semget() operations are more of a concern for Solaris Operating Environment, Linux®, HP-UX and AIX® operating systems, in terms of performance implications. Windows® will not have this problem due to its specific architecture.

The db2trc alloc command should be invoked every time the client is restarted, and therefore it is recommended to add this command to a startup script."
"Help with Security Bulletin: Security Vulnerability in IBM PureApplication System. (CVE-2015-1920) I need to understand details regarding ""Security Bulletin: Security Vulnerability in IBM PureApplication System (CVE-2015-1920)"". Where can I find this information? ","CVEID: CVE-2015-1920 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-1920]
DESCRIPTION: WebSphere Application Server could allow a remote attacker to execute arbitrary code by connecting to a management port and executing a specific sequence of instructions.
CVSS Base Score: 9.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/102404 [https://exchange.xforce.ibmcloud.com/vulnerabilities/102404] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:C/I:C/A:C)"
"What are the known issues with WILY software and WAS or BPM? 

What are the known issues with WILY software and WAS or BPM?","If you are using CA Wily Introscope to monitor performance in the same environment with IBM Business Process Manager, you might receive messages that a user session has expired. Before you can continue working on IBM BPM, you must log out and log in again."
"I am getting an error when attempting to apply CF09 on Portal 8001 on a secondary cluster node The ConfigTrace.log shows the following....

     [wsadmin] com.ibm.websphere.management.exception.AdminException:
     ADMA5026E: No valid target is specified in ObjectName
     WebSphere:cell=<cellname>,node=<nodename>,server=webserver1 for
     module ilwwcm-authoring.war+WEB-INF/web.xml.
       [wsadmin] ADMA5026E: No valid target is specified in ObjectName
     WebSphere:cell=<cellname>,node=<nodename>,server=webserver1 for
     module ilwwcm-authoring.war+WEB-INF/web.xml.
","If using a remote Dmgr, be sure it is started prior to attempting the upgrade. 

2. If using a local Dmgr and Installation Manager requires you to stop it prior to attempting the upgrade, follow these steps:
a. Verify the Dmgr profile name by navigating to the Dmgr's AppServer/bin folder and execute this command:

./manageprofiles.sh|bat -listProfiles

b. Pass in the correct Dmgr profile name according to the installation option you are using:

http://www-10.lotus.com/ldd/portalwiki.nsf/xpDocViewer.xsp?lookupName=Readme+8.0.0.1#action=openDocument&res_title=Upgrade_instructions_for_WebSphere_Portal_and_Web_Content_Manager_V8.0.0.1_clustered_servers_8001&content=pdcontent"
"Does Portal 6.1.x support Oracle 11g? 

We are running Portal Server v6.1.0.6 and I need to know what the newest version of Oracle that is supported with the WPS 6.1.0.6?

Specifically, What version of Oracle 11g is?",Oracle 11gR2 V11.2.0.1 (including RAC)
"Why SET CHLAUTH ACTION(REMOVE) is not successful 

I have the following CHLAUTH records defined for channel BMMADMIN.SVRCONN:

     DIS CHLAUTH(BMM*) ALL
          1 : DIS CHLAUTH(BMM*) ALL
     AMQ8878: Display channel authentication record details.
        CHLAUTH(BMMADMIN.SVRCONN)               TYPE(USERMAP)
        DESCR(BTMA channel)                     CUSTOM( )
        ADDRESS(10.199.103.0)                   CLNTUSER(CHADVT3UTBMMPA$)
        MCAUSER(mqm)                            USERSRC(MAP)
        ALTDATE(2016-01-26)                     ALTTIME(20.38.12)
     AMQ8878: Display channel authentication record details.
        CHLAUTH(BMMADMIN.SVRCONN)               TYPE(USERMAP)
        DESCR( )                                CUSTOM( )
        ADDRESS( )                              CLNTUSER(chadvt3utbm)
        MCAUSER(mqm)                            USERSRC(MAP)
        ALTDATE(2016-01-27)                     ALTTIME(18.03.44)

I am attempting to remove the first of the two records above with this command, but receive the response ""record not found"":

     SET CHLAUTH(BMMADMIN.SVRCONN) TYPE(USERMAP) CLNTUSER('CHADVT3UTBMMPA$') ACTION(REMOVE)
          3 : SET CHLAUTH(BMMADMIN.SVRCONN) TYPE(USERMAP) CLNTUSER('CHADVT3UTBMMPA$') ACTION(REMOVE)
     AMQ8884: Channel authentication record not found.

May I know the reason?
",NOTICE that the userid mentioned in the CLNTUSER field of the output of the DISPLAY CHLAUTH command is NOT surrounded by single quotes.
"Does ODM 8.5.1 support MQ 9.0? 

Does ODM 8.5.1 support MQ 9.0 where ODM Rule Execution Server is running on WAS 8.5.0.2 (embedded with ODM)?

No MQ version is specified in ODM 8.5.1 System Requirements.","WebSphere MQ V7.0, V7.1, V7.5, V8.0 and V9.0 queue managers and clients inter operate with queue managers and clients from any previous level of the WebSphere MQ or MQSeries products."
"Why the Editor for Messages logon page does not work? 

We have Editor for Messages installed on a Windows server. Users are accessing the web UI from a terminal server session that has been replaced recently. Users cannot login anymore from the new environment.

The fails as follows : the Editor for Messages logon page loads but when the user wants to validate their user/password by clicking on the ""login"" button, nothing occurs.","Editor for Messages supports Microsoft Internet Explorer only. Mozilla Firefox and Google Chrome are not supported.

Supported IE versions: 
IE 6, IE 7, IE 8, IE 9 (compatibility view), IE 10(Compatibility view), IE 11(Compatibility view)"
"How does Session timeout work in WebSphere Portal? and How do I change the timeout behavior? 

How does Session timeout work in WebSphere Portal V6.1.0.1?","In V6.1.0.1, when the session expires, you are redirected to the page specified in the redirect.logout.url property. 


In Portal 6.1.0.1 with APAR PK78213 installed or in V6.1.0.2 and later, you are not redirected to the login page. Instead, the ErrorSessionTimeOut.jsp displays:"
"Authorization failed.: The Authorization Code entered is not for this product/version. If you have multiple Authorization Codes, please check you have entered the correct one. ","Please check that your authorization code matches the version and software product you are trying to license. The product and version of the authorization code must match that of the installed product. For assistance with your authorization codes, please visit the Predictive Analytics Community Get Help page https://developer.ibm.com/predictiveanalytics/get-help/ [https://developer.ibm.com/predictiveanalytics/get-help/], for direct links to the License Key Center and information about your Support options."
"What files require modification when updating, upgrading, moving, or migrating a System Monitor MSSQL database in IBM Enterprise Content Management System Monitor 5.2 ? What files require modification when updating, upgrading, moving, or migrating a System Monitor MSSQL database in IBM Enterprise Content Management System Monitor 5.2? ","The files are:
$CENIT_ROOT/cala_rex/cfg/cala_rex_finca.cfg

$CENIT_ROOT/cala_rex/cfg/cala_rex_srv.cfg

$CENIT_ROOT/.prodinfo/FSM_SERVER.settings

$CENIT_ROOT/eventserver/cfg/db-cfg.xml

$CENIT_ROOT/gui/cfg/db-cfg.xml

$CENIT_ROOT/initdb/cfg/db-cfg.xml"
